Sending Rate,4-4-6633,4-4-6634,5-3-6633,5-3-6634
2500,0.0027923680499999824,0.00799846995,0.01670594175,0.00405644295
1000,0.003000152300000025,0.016633704800000003,0.009576672900000017,0.0011426151499999814
750,0.008015084500000024,0.010672011300000004,0.004084840199999999,0.004995723899999997
2000,0.002959122699999983,0.007359816600000001,0.00922693285,0.006072784849999999
500,0.0017924540500002806,0.005674426349999884,0.009893800400000253,0.003944666700000177
3000,0.0036658099000002053,0.01065050999999979,0.008575763750000043,0.00425374800000009
250,0.0021096965499999955,0.0018536164999998662,0.004283681450000287,0.0028552896499999037
1500,0.00402199689999998,0.01536411855,0.018976095649999997,0.0012020669999999983
