"No.","Time","Source","Destination","Protocol","Length","Info"
"288364","21.831024087","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288372","21.831734720","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288396","21.835434938","127.0.0.1","127.0.0.1","OpenFlow","200","Type: OFPT_PACKET_IN"
"288397","21.835464229","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288398","21.835470856","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288512","21.840577957","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288515","21.840896811","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288520","21.841182159","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288545","21.841829779","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288548","21.842361843","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288554","21.842654131","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"288555","21.842661838","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288558","21.843678975","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288559","21.843727949","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288564","21.844108743","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288565","21.844725578","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288656","21.855611841","127.0.0.1","127.0.0.1","OpenFlow","238","Type: OFPT_PACKET_IN"
"288657","21.855662024","127.0.0.1","127.0.0.1","OpenFlow","238","Type: OFPT_PACKET_IN"
"288658","21.855674220","127.0.0.1","127.0.0.1","OpenFlow","238","Type: OFPT_PACKET_IN"
"288659","21.857457509","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288662","21.857838548","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288665","21.858130519","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288697","21.862123540","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288706","21.862642490","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288709","21.862889145","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288710","21.863650364","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288728","21.864475231","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288732","21.864913184","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288735","21.865126466","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288739","21.865613282","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288747","21.866368420","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288778","21.871668999","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288781","21.872021566","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288797","21.873137503","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288807","21.873931322","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288812","21.874358611","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288815","21.874472235","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288818","21.874908891","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288841","21.876006435","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"288846","21.876476848","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"288862","21.877548667","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"288888","21.827458099","127.0.0.1","127.0.0.1","OpenFlow","106","[TCP Spurious Retransmission] Type: OFPT_PACKET_OUT"
"288889","21.827696394","127.0.0.1","127.0.0.1","OpenFlow","106","[TCP Spurious Retransmission] Type: OFPT_PACKET_OUT"
