Sending Rate,4-4-6633,4-4-6634,5-3-6633,5-3-6634
2500,0.0035210693479797057,0.0008807469557421538,0.0019778637973784634,0.0013301999755015892
1000,0.0030523016999663153,0.0007632651935675997,0.01670090883722042,0.011455588173206592
750,0.0032488360907327964,0.000846448559799749,0.003178256307367222,0.0021556370045536784
2000,0.003201225893667228,0.0008005451625149779,0.0018385889081412809,0.001235274427159224
500,0.0039038275756880735,0.0010375940730329174,0.0017455702993158086,0.0011647658002338882
3000,0.003925922774085319,0.0010136962571620986,0.0018797008620381442,0.001273775428835136
1500,0.0051393331575144505,0.0013602310143064336,0.006861336853945032,0.004737175948427165
