Sending Rate,4-4-6633,4-4-6634,5-3-6633,5-3-6634
2500,284.00463074485396,1135.399893783747,505.59598761322104,751.7666654766866
1000,327.6216109341471,1310.1606210102038,59.876980932400144,87.29364087466884
750,307.8025397626149,1181.4067002920744,314.63793454353964,463.8999970252638
2000,312.3803296662798,1249.1487636480351,543.8953730069811,809.536713473226
500,256.1588545118425,963.7680341378311,572.8786748903545,858.5416912131153
3000,254.71718562599207,986.4887957656645,531.9995432229085,785.0677422114329
1500,194.57777290383575,735.1692392559427,145.74419260949628,211.0962334704962
