Time,6633-restime,6634-restime,6633-throughput,6634-throughput
171.0,0.0011049723756906078,0.0016597510373443983,905.0,602.5
172.0,0.0010548523206751054,0.001584786053882726,948.0,631.0
173.0,0.0011166945840312675,0.0016806722689075631,895.5,595.0
174.0,0.0010863661053775121,0.0016233766233766235,920.5,616.0
175.0,0.001119194180190263,0.0016835016835016834,893.5,594.0
176.0,0.001026167265264238,0.0015455950540958269,974.5,647.0
177.0,0.0010899182561307902,0.001638001638001638,917.5,610.5
178.0,0.0010638297872340426,0.0016025641025641025,940.0,624.0
179.0,0.0010741138560687433,0.0016142050040355124,931.0,619.5
180.0,0.0010554089709762533,0.001607717041800643,947.5,622.0
181.0,0.0010465724751439038,0.0015936254980079682,955.5,627.5
182.0,0.0011318619128466328,0.0017064846416382253,883.5,586.0
183.0,0.0011514104778353484,0.0017241379310344827,868.5,580.0
184.0,0.0011574074074074073,0.0017376194613379669,864.0,575.5
185.0,0.0011580775911986102,0.0017406440382941688,863.5,574.5
186.0,0.001182033096926714,0.00176522506619594,846.0,566.5
187.0,0.0011716461628588166,0.001759014951627089,853.5,568.5
188.0,0.0011166945840312675,0.0016806722689075631,895.5,595.0
189.0,0.0011337868480725624,0.0017006802721088435,882.0,588.0
190.0,0.001152073732718894,0.001736111111111111,868.0,576.0
191.0,0.0011702750146284377,0.0017777777777777779,854.5,562.5
192.0,0.0011494252873563218,0.001725625539257981,870.0,579.5
193.0,0.0011019283746556473,0.0016570008285004142,907.5,603.5
194.0,0.001156737998843262,0.0017346053772766695,864.5,576.5
195.0,0.0011621150493898896,0.0017421602787456446,860.5,574.0
196.0,0.0011785503830288745,0.0017699115044247787,848.5,565.0
197.0,0.0011695906432748538,0.001755926251097454,855.0,569.5
198.0,0.0010834236186348862,0.0016260162601626016,923.0,615.0
199.0,0.0010695187165775401,0.0015987210231814548,935.0,625.5
200.0,0.0010787486515641855,0.0016220600162206002,927.0,616.5
201.0,0.0010655301012253596,0.0015987210231814548,938.5,625.5
202.0,0.0010995052226498076,0.0016474464579901153,909.5,607.0
203.0,0.0010723860589812334,0.0016090104585679806,932.5,621.5
204.0,0.0011092623405435386,0.0016625103906899418,901.5,601.5
205.0,0.001095290251916758,0.0016433853738701725,913.0,608.5
206.0,0.0011074197120708748,0.0016625103906899418,903.0,601.5
207.0,0.0018450184501845018,0.002770083102493075,542.0,361.0
