"No.","Time","Source","Destination","Protocol","Length","Info"
"2535","0.097258245","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2536","0.097300263","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2537","0.097304964","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2538","0.097308594","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2539","0.097312210","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2540","0.097315535","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2541","0.097318923","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2542","0.097322093","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2543","0.097325632","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2544","0.097328981","127.0.0.1","127.0.0.1","OpenFlow","165","Type: OFPT_PACKET_IN"
"2546","0.097925432","127.0.0.1","127.0.0.1","OpenFlow","747","Type: OFPT_PACKET_IN"
"2716","0.097258245","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2717","0.097300263","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2718","0.097304964","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2719","0.097308594","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2720","0.097312210","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2721","0.097315535","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2722","0.097318923","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2723","0.097322093","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2724","0.097325632","127.0.0.1","127.0.0.1","OpenFlow","163","[TCP Spurious Retransmission] Type: OFPT_PACKET_IN"
"2739","0.099402874","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2740","0.099409385","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2741","0.099413102","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2742","0.099417060","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2743","0.099420528","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2744","0.099424178","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2745","0.099427448","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2746","0.099430595","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2747","0.099433686","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2748","0.099437398","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2749","0.099440981","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2750","0.099445256","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2751","0.099448718","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2752","0.099452260","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2753","0.099455512","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
"2754","0.099458816","127.0.0.1","127.0.0.1","OpenFlow","163","Type: OFPT_PACKET_IN"
