Time,6633-restime,6634-restime,6633-throughput,6634-throughput
71,0.001075269,0.001612903,930,620
71.1,0.001156069,0.001724138,865,580
71.2,0.001183432,0.001818182,845,550
71.3,0.001183432,0.00173913,845,575
71.4,0.001025641,0.001612903,975,620
71.5,0.001025641,0.0015625,975,640
71.6,0.001156069,0.001754386,865,570
71.7,0.001298701,0.001941748,770,515
71.8,0.001169591,0.001754386,855,570
71.9,0.001075269,0.001612903,930,620
72,0.001075269,0.001639344,930,610
72.1,0.001111111,0.001652893,900,605
72.2,0.001190476,0.001785714,840,560
72.3,0.001086957,0.001639344,920,610
72.4,0.001129944,0.001709402,885,585
72.5,0.00106383,0.001587302,940,630
72.6,0.00106383,0.0015625,940,640
72.7,0.001149425,0.001724138,870,580
72.8,0.001092896,0.001652893,915,605
72.9,0.001081081,0.001652893,925,605
73,0.001123596,0.001652893,890,605
73.1,0.001104972,0.001680672,905,595
73.2,0.001197605,0.001769912,835,565
73.3,0.001104972,0.001680672,905,595
73.4,0.001041667,0.001538462,960,650
73.5,0.001020408,0.001574803,980,635
73.6,0.001069519,0.0016,935,625
73.7,0.001117318,0.001639344,895,610
73.8,0.001265823,0.001941748,790,515
73.9,0.00106383,0.0016,940,625
74,0.001149425,0.001694915,870,590
74.1,0.001156069,0.001724138,865,580
74.2,0.001123596,0.001724138,890,580
74.3,0.001123596,0.001639344,890,610
74.4,0.001010101,0.001515152,990,660
74.5,0.001075269,0.001612903,930,620
74.6,0.001156069,0.001785714,865,560
74.7,0.001169591,0.001754386,855,570
74.8,0.001123596,0.001639344,890,610
74.9,0.001036269,0.001612903,965,620
75,0.001098901,0.001652893,910,605
75.1,0.001058201,0.0016,945,625
75.2,0.001176471,0.001785714,850,560
75.3,0.001162791,0.001754386,860,570
75.4,0.000985222,0.001459854,1015,685
75.5,0.001081081,0.001652893,925,605
75.6,0.001142857,0.001680672,875,595
75.7,0.001142857,0.001724138,875,580
75.8,0.001098901,0.001680672,910,595
75.9,0.001123596,0.001652893,890,605
76,0.001075269,0.001587302,930,630
76.1,0.001081081,0.001666667,925,600
76.2,0.001156069,0.001754386,865,570
76.3,0.001041667,0.001550388,960,645
76.4,0.000938967,0.00141844,1065,705
76.5,0.00104712,0.001538462,955,650
76.6,0.001041667,0.001587302,960,630
76.7,0.001052632,0.0016,950,625
76.8,0.001075269,0.0016,930,625
76.9,0.001069519,0.001694915,935,590
77,0.00106383,0.001587302,940,630
77.1,0.001111111,0.001666667,900,600
77.2,0.001156069,0.001754386,865,570
77.3,0.001142857,0.001724138,875,580
77.4,0.001069519,0.001587302,935,630
77.5,0.001030928,0.001612903,970,620
77.6,0.001092896,0.001626016,915,615
77.7,0.001058201,0.001612903,945,620
77.8,0.001092896,0.001709402,915,585
77.9,0.000966184,0.001515152,1035,660
78,0.001075269,0.001626016,930,615
78.1,0.000952381,0.001470588,1050,680
78.2,0.001075269,0.0016,930,625
78.3,0.001098901,0.001694915,910,590
78.4,0.001081081,0.0016,925,625
78.5,0.001123596,0.001709402,890,585
78.6,0.001081081,0.001587302,925,630
78.7,0.00104712,0.0015625,955,640
78.8,0.00106383,0.001612903,940,620
78.9,0.001041667,0.001680672,960,595
79,0.001058201,0.001538462,945,650
79.1,0.000990099,0.001492537,1010,670
79.2,0.001086957,0.001639344,920,610
79.3,0.001041667,0.001652893,960,605
79.4,0.001069519,0.0016,935,625
79.5,0.001086957,0.001626016,920,615
79.6,0.001069519,0.001612903,935,620
79.7,0.001069519,0.001612903,935,620
79.8,0.001219512,0.001818182,820,550
79.9,0.001092896,0.001612903,915,620
80,0.001111111,0.001626016,900,615
80.1,0.001069519,0.001626016,935,615
80.2,0.001041667,0.0016,960,625
80.3,0.001104972,0.0016,905,625
80.4,0.001030928,0.001587302,970,630
80.5,0.001129944,0.001639344,885,610
80.6,0.001041667,0.001612903,960,620
80.7,0.001117318,0.001694915,895,590
80.8,0.001036269,0.001587302,965,630
80.9,0.001041667,0.001550388,960,645
81,0.000995025,0.001459854,1005,685
81.1,0.001075269,0.001612903,930,620
81.2,0.001069519,0.001652893,935,605
81.3,0.001142857,0.001666667,875,600
81.4,0.001005025,0.001503759,995,665
81.5,0.001025641,0.001574803,975,635
81.6,0.001081081,0.001626016,925,615
81.7,0.001075269,0.001587302,930,630
81.8,0.001052632,0.001587302,950,630
81.9,0.001136364,0.001724138,880,580
82,0.001030928,0.001538462,970,650
82.1,0.000990099,0.001492537,1010,670
82.2,0.001081081,0.001612903,925,620
82.3,0.001098901,0.001612903,910,620
82.4,0.00106383,0.001612903,940,620
82.5,0.000985222,0.001492537,1015,670
82.6,0.001,0.001492537,1000,670
82.7,0.001069519,0.001587302,935,630
82.8,0.001098901,0.001694915,910,590
82.9,0.001058201,0.0015625,945,640
83,0.001036269,0.001550388,965,645
83.1,0.001030928,0.001587302,970,630
83.2,0.001123596,0.001639344,890,610
83.3,0.001015228,0.0015625,985,640
83.4,0.001081081,0.001574803,925,635
83.5,0.000995025,0.001526718,1005,655
83.6,0.001030928,0.001550388,970,645
83.7,0.00104712,0.0015625,955,640
83.8,0.001104972,0.001639344,905,610
83.9,0.001092896,0.001626016,915,615
84,0.001015228,0.0016,985,625
84.1,0.001005025,0.001481481,995,675
84.2,0.001142857,0.001709402,875,585
84.3,0.001129944,0.001652893,885,605
84.4,0.001204819,0.001834862,830,545
84.5,0.001025641,0.001574803,975,635
84.6,0.001092896,0.001626016,915,615
84.7,0.000985222,0.001515152,1015,660
84.8,0.001069519,0.001612903,935,620
84.9,0.001098901,0.001666667,910,600
85,0.001156069,0.001724138,865,580
85.1,0.001052632,0.0015625,950,640
85.2,0.001086957,0.001652893,920,605
85.3,0.001149425,0.001724138,870,580
85.4,0.001212121,0.001769912,825,565
85.5,0.001162791,0.001754386,860,570
85.6,0.001086957,0.001666667,920,600
85.7,0.001111111,0.001612903,900,620
85.8,0.00106383,0.001612903,940,620
85.9,0.001058201,0.001666667,945,600
86,0.001081081,0.0016,925,625
86.1,0.001086957,0.001652893,920,605
86.2,0.001075269,0.001639344,930,610
86.3,0.001052632,0.0015625,950,640
86.4,0.001081081,0.001639344,925,610
86.5,0.001142857,0.001709402,875,585
86.6,0.001098901,0.001626016,910,615
86.7,0.001036269,0.001538462,965,650
86.8,0.00106383,0.001612903,940,620
86.9,0.001092896,0.001639344,915,610
87,0.001025641,0.001538462,975,650
87.1,0.001005025,0.001492537,995,670
87.2,0.001020408,0.001574803,980,635
87.3,0.001136364,0.001724138,880,580
87.4,0.001219512,0.001769912,820,565
87.5,0.001081081,0.001666667,925,600
87.6,0.001041667,0.001538462,960,650
87.7,0.001069519,0.001612903,935,620
87.8,0.001142857,0.001694915,875,590
87.9,0.001111111,0.001652893,900,605
88,0.001010101,0.001550388,990,645
88.1,0.001058201,0.0015625,945,640
88.2,0.001069519,0.001574803,935,635
88.3,0.001117318,0.001724138,895,580
88.4,0.001052632,0.001587302,950,630
88.5,0.001129944,0.001652893,885,605
88.6,0.001005025,0.001503759,995,665
88.7,0.000970874,0.001492537,1030,670
88.8,0.001081081,0.001626016,925,615
88.9,0.001149425,0.001724138,870,580
89,0.00104712,0.0015625,955,640
89.1,0.001015228,0.001538462,985,650
89.2,0.001020408,0.001492537,980,670
89.3,0.001104972,0.001639344,905,610
89.4,0.001136364,0.001724138,880,580
89.5,0.001117318,0.001709402,895,585
89.6,0.001041667,0.001574803,960,635
89.7,0.001036269,0.001492537,965,670
89.8,0.001075269,0.001626016,930,615
89.9,0.001020408,0.0015625,980,640
90,0.001149425,0.001724138,870,580
90.1,0.001111111,0.001652893,900,605
90.2,0.001086957,0.001612903,920,620
90.3,0.001075269,0.0016,930,625
90.4,0.001081081,0.001639344,925,610
90.5,0.001123596,0.001694915,890,590
90.6,0.001104972,0.001694915,905,590
90.7,0.001069519,0.001612903,935,620
90.8,0.001176471,0.001769912,850,565
90.9,0.001086957,0.001639344,920,610
91,0.001075269,0.001612903,930,620
91.1,0.001058201,0.0016,945,625
91.2,0.001162791,0.001724138,860,580
91.3,0.00104712,0.0015625,955,640
91.4,0.001123596,0.00173913,890,575
91.5,0.001092896,0.001626016,915,615
91.6,0.001030928,0.001538462,970,650
91.7,0.001117318,0.001666667,895,600
91.8,0.00106383,0.001612903,940,620
91.9,0.001104972,0.001626016,905,615
92,0.001086957,0.001652893,920,605
92.1,0.001069519,0.001612903,935,620
92.2,0.001041667,0.001587302,960,630
92.3,0.001142857,0.001724138,875,580
92.4,0.001136364,0.00173913,880,575
92.5,0.001052632,0.001550388,950,645
92.6,0.001129944,0.001666667,885,600
92.7,0.001081081,0.001666667,925,600
92.8,0.001129944,0.001639344,885,610
92.9,0.001092896,0.001652893,915,605
93,0.001025641,0.0015625,975,640
93.1,0.001052632,0.001550388,950,645
93.2,0.001142857,0.001754386,875,570
93.3,0.001481481,0.002247191,675,445
93.4,0.001342282,0.002,745,500
93.5,0.001298701,0.001923077,770,520
93.6,0.001030928,0.0015625,970,640
93.7,0.001041667,0.001526718,960,655
93.8,0.001086957,0.001612903,920,620
93.9,0.001036269,0.001587302,965,630
94,0.001036269,0.001538462,965,650
94.1,0.001020408,0.001515152,980,660
94.2,0.000995025,0.001492537,1005,670
94.3,0.001086957,0.001639344,920,610
94.4,0.001111111,0.001666667,900,600
94.5,0.00106383,0.001612903,940,620
94.6,0.00106383,0.001587302,940,630
94.7,0.00104712,0.001587302,955,630
94.8,0.001025641,0.001538462,975,650
94.9,0.001123596,0.001666667,890,600
95,0.001086957,0.001639344,920,610
95.1,0.00106383,0.0015625,940,640
95.2,0.001081081,0.001652893,925,605
95.3,0.001129944,0.001680672,885,595
95.4,0.001149425,0.001709402,870,585
95.5,0.00106383,0.001587302,940,630
95.6,0.001030928,0.001587302,970,630
95.7,0.001052632,0.001550388,950,645
95.8,0.001123596,0.001709402,890,585
95.9,0.001104972,0.001612903,905,620
96,0.00104712,0.001612903,955,620
96.1,0.001030928,0.001503759,970,665
96.2,0.001069519,0.001639344,935,610
96.3,0.001069519,0.001574803,935,635
96.4,0.001075269,0.001612903,930,620
96.5,0.001030928,0.001538462,970,650
96.6,0.000995025,0.001515152,1005,660
96.7,0.000952381,0.001438849,1050,695
96.8,0.001315789,0.001904762,760,525
96.9,0.001941748,0.002941176,515,340
97,0.002083333,0.003278689,480,305
97.1,0.001324503,0.001923077,755,520
97.2,0.001785714,0.002702703,560,370
97.3,0.001492537,0.002298851,670,435
97.4,0.001724138,0.002777778,580,360
97.5,0.001369863,0.002061856,730,485
97.6,0.001273885,0.001941748,785,515
97.7,0.001324503,0.00212766,755,470
97.8,0.001694915,0.002531646,590,395
97.9,0.001680672,0.002597403,595,385
98,0.001449275,0.002197802,690,455
98.1,0.001388889,0.002197802,720,455
98.2,0.001282051,0.00212766,780,470
98.3,0.001574803,0.002352941,635,425
98.4,0.001428571,0.002298851,700,435
98.5,0.001204819,0.001941748,830,515
98.6,0.001388889,0.002298851,720,435
98.7,0.001360544,0.002247191,735,445
98.8,0.001369863,0.002380952,730,420
98.9,0.001398601,0.002439024,715,410
99,0.00130719,0.002105263,765,475
99.1,0.001298701,0.002469136,770,405
99.2,0.001142857,0.001980198,875,505
99.3,0.001020408,0.001851852,980,540
99.4,0.000961538,0.001851852,1040,540
99.5,0.001212121,0.002083333,825,480
99.6,0.001298701,0.00212766,770,470
99.7,0.001136364,0.001869159,880,535
99.8,0.001226994,0.002020202,815,495
99.9,0.001212121,0.002040816,825,490
100,0.00104712,0.002,955,500
100.1,0.000877193,0.001886792,1140,530
100.2,0.001136364,0.002298851,880,435
100.3,0.000990099,0.001785714,1010,560
100.4,0.001428571,0.002409639,700,415
100.5,0.001204819,0.00212766,830,470
100.6,0.001459854,0.0025,685,400
100.7,0.001149425,0.002197802,870,455
100.8,0.001086957,0.002083333,920,480
100.9,0.001315789,0.002197802,760,455
101,0.001282051,0.001941748,780,515
101.1,0.001176471,0.002,850,500
101.2,0.001204819,0.00212766,830,470
101.3,0.001298701,0.002222222,770,450
101.4,0.001470588,0.002597403,680,385
101.5,0.001459854,0.002222222,685,450
101.6,0.001923077,0.003030303,520,330
101.7,0.001724138,0.002409639,580,415
101.8,0.001428571,0.002469136,700,405
101.9,0.001360544,0.002222222,735,450
102,0.001342282,0.002352941,745,425
102.1,0.00137931,0.002197802,725,455
102.2,0.001754386,0.002597403,570,385
102.3,0.001324503,0.002061856,755,485
102.4,0.001360544,0.002105263,735,475
102.5,0.001785714,0.002898551,560,345
102.6,0.001470588,0.002325581,680,430
102.7,0.001234568,0.002222222,810,450
102.8,0.00125,0.001941748,800,515
102.9,0.001666667,0.002409639,600,415
103,0.001574803,0.002439024,635,410
103.1,0.001265823,0.001980198,790,505
103.2,0.001117318,0.002020202,895,495
103.3,0.001398601,0.002439024,715,410
103.4,0.001204819,0.002197802,830,455
103.5,0.0016,0.002469136,625,405
103.6,0.001098901,0.00173913,910,575
103.7,0.001030928,0.001612903,970,620
103.8,0.001041667,0.0015625,960,640
103.9,0.001111111,0.001694915,900,590
104,0.00097561,0.001587302,1025,630
104.1,0.000900901,0.001538462,1110,650
104.2,0.001005025,0.001612903,995,620
104.3,0.000970874,0.001492537,1030,670
104.4,0.001129944,0.001652893,885,605
104.5,0.001183432,0.00173913,845,575
104.6,0.001290323,0.001980198,775,505
104.7,0.001098901,0.00173913,910,575
104.8,0.001111111,0.001694915,900,590
104.9,0.001149425,0.001724138,870,580
105,0.001169591,0.001785714,855,560
105.1,0.001030928,0.001538462,970,650
105.2,0.001058201,0.001612903,945,620
105.3,0.001123596,0.001639344,890,610
105.4,0.001111111,0.001694915,900,590
105.5,0.001212121,0.001801802,825,555
105.6,0.001052632,0.0016,950,625
105.7,0.00106383,0.0015625,940,640
105.8,0.000985222,0.001492537,1015,670
105.9,0.000970874,0.001526718,1030,655
106,0.00106383,0.001574803,940,635
106.1,0.001136364,0.001709402,880,585
106.2,0.001,0.001503759,1000,665
106.3,0.001010101,0.001587302,990,630
106.4,0.001005025,0.001587302,995,630
106.5,0.000917431,0.001515152,1090,660
106.6,0.001,0.001526718,1000,655
106.7,0.001142857,0.001818182,875,550
106.8,0.001123596,0.001680672,890,595
106.9,0.001162791,0.001724138,860,580
107,0.001142857,0.001724138,875,580
107.1,0.001092896,0.001666667,915,600
107.2,0.001015228,0.001666667,985,600
107.3,0.000995025,0.001550388,1005,645
107.4,0.000970874,0.001470588,1030,680
107.5,0.001142857,0.001709402,875,585
107.6,0.001036269,0.001574803,965,635
107.7,0.001058201,0.001574803,945,635
107.8,0.001010101,0.001550388,990,645
107.9,0.001052632,0.0015625,950,640
108,0.001156069,0.001869159,865,535
108.1,0.001052632,0.001612903,950,620
108.2,0.000952381,0.001481481,1050,675
108.3,0.001129944,0.001680672,885,595
108.4,0.001086957,0.001680672,920,595
108.5,0.001162791,0.001724138,860,580
108.6,0.001129944,0.001694915,885,590
108.7,0.00104712,0.001587302,955,630
108.8,0.001092896,0.001639344,915,610
108.9,0.001092896,0.001666667,915,600
109,0.001212121,0.001851852,825,540
109.1,0.001069519,0.001612903,935,620
109.2,0.001081081,0.001612903,925,620
109.3,0.00104712,0.001515152,955,660
109.4,0.001036269,0.001587302,965,630
109.5,0.001197605,0.001801802,835,555
109.6,0.001075269,0.0016,930,625
109.7,0.001136364,0.001680672,880,595
109.8,0.00106383,0.001666667,940,600
109.9,0.000985222,0.001470588,1015,680
110,0.001149425,0.001680672,870,595
110.1,0.001129944,0.001694915,885,590
110.2,0.00106383,0.001612903,940,620
110.3,0.000990099,0.001492537,1010,670
110.4,0.001069519,0.001574803,935,635
110.5,0.001136364,0.001754386,880,570
110.6,0.001142857,0.001724138,875,580
110.7,0.001111111,0.001724138,900,580
110.8,0.00106383,0.0016,940,625
110.9,0.001142857,0.001724138,875,580
111,0.001086957,0.001666667,920,600
111.1,0.001197605,0.001769912,835,565
111.2,0.001075269,0.001626016,930,615
111.3,0.001025641,0.001639344,975,610
111.4,0.001086957,0.001612903,920,620
111.5,0.001058201,0.0016,945,625
111.6,0.001052632,0.0015625,950,640
111.7,0.000952381,0.001459854,1050,685
111.8,0.00106383,0.001550388,940,645
111.9,0.001030928,0.001574803,970,635
112,0.001081081,0.001587302,925,630
112.1,0.001081081,0.001626016,925,615
112.2,0.001005025,0.001515152,995,660
112.3,0.000934579,0.001398601,1070,715
112.4,0.00106383,0.0016,940,625
112.5,0.001169591,0.001769912,855,565
112.6,0.001069519,0.001587302,935,630
112.7,0.001111111,0.001694915,900,590
112.8,0.001104972,0.001652893,905,605
112.9,0.001081081,0.001652893,925,605
113,0.001136364,0.001694915,880,590
113.1,0.001156069,0.001709402,865,585
113.2,0.001129944,0.001652893,885,605
113.3,0.001069519,0.001612903,935,620
113.4,0.001015228,0.001550388,985,645
113.5,0.001081081,0.001666667,925,600
113.6,0.001104972,0.001626016,905,615
113.7,0.001025641,0.001503759,975,665
113.8,0.001,0.001574803,1000,635
113.9,0.00106383,0.0015625,940,640
114,0.001025641,0.001587302,975,630
114.1,0.00104712,0.001587302,955,630
114.2,0.001069519,0.001639344,935,610
114.3,0.001030928,0.0015625,970,640
114.4,0.00104712,0.001612903,955,620
114.5,0.001020408,0.001587302,980,630
114.6,0.001086957,0.001680672,920,595
114.7,0.001058201,0.0016,945,625
114.8,0.001104972,0.001652893,905,605
114.9,0.00104712,0.001526718,955,655
115,0.001075269,0.001652893,930,605
115.1,0.001092896,0.001680672,915,595
115.2,0.001058201,0.00173913,945,575
115.3,0.001136364,0.001666667,880,600
115.4,0.001098901,0.001694915,910,590
115.5,0.001204819,0.001851852,830,540
115.6,0.001226994,0.001785714,815,560
115.7,0.001136364,0.001724138,880,580
115.8,0.001025641,0.001526718,975,655
115.9,0.00106383,0.001652893,940,605
116,0.001149425,0.001680672,870,595
116.1,0.001111111,0.001680672,900,595
116.2,0.001169591,0.001801802,855,555
116.3,0.000985222,0.001438849,1015,695
116.4,0.001041667,0.0015625,960,640
116.5,0.001117318,0.001680672,895,595
116.6,0.001092896,0.001612903,915,620
116.7,0.001104972,0.001724138,905,580
116.8,0.001081081,0.001612903,925,620
116.9,0.001117318,0.001694915,895,590
117,0.001086957,0.001612903,920,620
117.1,0.00097561,0.001481481,1025,675
117.2,0.001111111,0.00173913,900,575
117.3,0.001123596,0.001639344,890,610
117.4,0.001081081,0.001626016,925,615
117.5,0.001075269,0.0016,930,625
117.6,0.001149425,0.001785714,870,560
117.7,0.001162791,0.001724138,860,580
117.8,0.001092896,0.001612903,915,620
117.9,0.001058201,0.001639344,945,610
118,0.001041667,0.001538462,960,650
118.1,0.001176471,0.00173913,850,575
118.2,0.001098901,0.001666667,910,600
118.3,0.00104712,0.001538462,955,650
118.4,0.001052632,0.001612903,950,620
118.5,0.001111111,0.001612903,900,620
118.6,0.001149425,0.00173913,870,575
118.7,0.001169591,0.001785714,855,560
118.8,0.00106383,0.001612903,940,620
118.9,0.00106383,0.0015625,940,640
119,0.001052632,0.0015625,950,640
119.1,0.000995025,0.001515152,1005,660
119.2,0.001104972,0.001652893,905,605
119.3,0.001015228,0.001550388,985,645
119.4,0.001086957,0.001574803,920,635
119.5,0.001020408,0.0015625,980,640
119.6,0.001041667,0.001538462,960,650
119.7,0.001075269,0.001666667,930,600
119.8,0.001052632,0.001526718,950,655
119.9,0.001075269,0.001612903,930,620
120,0.001020408,0.0015625,980,640
120.1,0.001086957,0.001652893,920,605
120.2,0.001036269,0.0015625,965,640
120.3,0.00104712,0.0016,955,625
120.4,0.001,0.001503759,1000,665
120.5,0.001069519,0.001639344,935,610
120.6,0.001098901,0.001652893,910,605
120.7,0.00106383,0.0016,940,625
120.8,0.001036269,0.001503759,965,665
120.9,0.001075269,0.001612903,930,620
121,0.001098901,0.001709402,910,585
121.1,0.001010101,0.001503759,990,665
121.2,0.001129944,0.001694915,885,590
121.3,0.001041667,0.0015625,960,640
121.4,0.001010101,0.001538462,990,650
121.5,0.001015228,0.001526718,985,655
121.6,0.001036269,0.001515152,965,660
121.7,0.001156069,0.001754386,865,570
121.8,0.001075269,0.001612903,930,620
121.9,0.00104712,0.001666667,955,600
122,0.001075269,0.0016,930,625
122.1,0.001169591,0.00173913,855,575
122.2,0.001123596,0.001694915,890,590
122.3,0.001086957,0.001639344,920,610
122.4,0.001081081,0.001626016,925,615
122.5,0.00104712,0.0015625,955,640
122.6,0.001169591,0.001769912,855,565
122.7,0.001176471,0.001724138,850,580
122.8,0.001086957,0.001694915,920,590
122.9,0.001111111,0.001612903,900,620
123,0.001020408,0.001538462,980,650
123.1,0.001005025,0.001612903,995,620
123.2,0.001052632,0.001666667,950,600
123.3,0.001123596,0.001652893,890,605
123.4,0.001149425,0.001769912,870,565
123.5,0.001104972,0.001666667,905,600
123.6,0.001142857,0.001709402,875,585
123.7,0.001149425,0.001709402,870,585
123.8,0.001111111,0.001626016,900,615
123.9,0.001117318,0.001709402,895,585
124,0.001020408,0.001515152,980,660
124.1,0.001058201,0.001612903,945,620
124.2,0.001190476,0.001754386,840,570
124.3,0.001149425,0.001709402,870,585
124.4,0.00104712,0.001587302,955,630
124.5,0.001052632,0.001612903,950,620
124.6,0.001111111,0.001612903,900,620
124.7,0.001111111,0.001724138,900,580
124.8,0.001123596,0.001639344,890,610
124.9,0.001226994,0.001851852,815,540
125,0.001104972,0.00173913,905,575
125.1,0.001058201,0.001538462,945,650
125.2,0.001111111,0.001694915,900,590
125.3,0.00104712,0.001587302,955,630
125.4,0.001058201,0.001587302,945,630
125.5,0.001169591,0.00173913,855,575
125.6,0.001069519,0.001612903,935,620
125.7,0.001242236,0.001834862,805,545
125.8,0.001092896,0.001666667,915,600
125.9,0.001169591,0.001724138,855,580
126,0.001123596,0.001694915,890,590
126.1,0.001136364,0.001694915,880,590
126.2,0.001197605,0.001785714,835,560
126.3,0.001025641,0.001538462,975,650
126.4,0.001010101,0.001492537,990,670
126.5,0.00106383,0.001612903,940,620
126.6,0.00104712,0.0015625,955,640
126.7,0.001197605,0.001785714,835,560
126.8,0.00106383,0.001587302,940,630
126.9,0.001111111,0.001666667,900,600
127,0.001104972,0.001652893,905,605
127.1,0.001036269,0.001574803,965,635
127.2,0.001123596,0.001652893,890,605
127.3,0.001123596,0.001724138,890,580
127.4,0.001075269,0.001612903,930,620
127.5,0.00106383,0.0016,940,625
127.6,0.001197605,0.001801802,835,555
127.7,0.001219512,0.001785714,820,560
127.8,0.001058201,0.001587302,945,630
127.9,0.001104972,0.001639344,905,610
128,0.00106383,0.001612903,940,620
128.1,0.001052632,0.001587302,950,630
128.2,0.001176471,0.00173913,850,575
128.3,0.001069519,0.0016,935,625
128.4,0.001092896,0.001694915,915,590
128.5,0.00106383,0.001538462,940,650
128.6,0.000995025,0.001515152,1005,660
128.7,0.001123596,0.001724138,890,580
128.8,0.001075269,0.001612903,930,620
128.9,0.001204819,0.001754386,830,570
129,0.001123596,0.001680672,890,595
129.1,0.00106383,0.001612903,940,620
129.2,0.001069519,0.0016,935,625
129.3,0.001092896,0.001639344,915,610
129.4,0.001092896,0.001680672,915,595
129.5,0.001025641,0.001526718,975,655
129.6,0.00104712,0.001626016,955,615
129.7,0.001069519,0.001612903,935,620
129.8,0.001025641,0.001612903,975,620
129.9,0.001015228,0.001526718,985,655
130,0.001041667,0.001538462,960,650
130.1,0.001092896,0.001612903,915,620
130.2,0.001129944,0.001709402,885,585
130.3,0.001092896,0.001709402,915,585
130.4,0.000990099,0.001515152,1010,660
130.5,0.001081081,0.001680672,925,595
130.6,0.001086957,0.0016,920,625
130.7,0.001075269,0.001612903,930,620
130.8,0.001086957,0.001666667,920,600
130.9,0.001081081,0.001626016,925,615
131,0.001129944,0.001666667,885,600
131.1,0.001129944,0.001754386,885,570
131.2,0.001129944,0.001886792,885,530
131.3,0.001117318,0.001666667,895,600
131.4,0.001123596,0.001639344,890,610
131.5,0.001117318,0.001724138,895,580
131.6,0.001111111,0.001639344,900,610
131.7,0.001257862,0.001904762,795,525
131.8,0.001162791,0.001785714,860,560
131.9,0.001234568,0.001869159,810,535
132,0.001098901,0.001612903,910,620
132.1,0.001092896,0.001709402,915,585
132.2,0.001142857,0.00173913,875,575
132.3,0.001149425,0.001724138,870,580
132.4,0.001025641,0.001574803,975,635
132.5,0.00106383,0.001587302,940,630
132.6,0.001058201,0.0016,945,625
132.7,0.001111111,0.001724138,900,580
132.8,0.001136364,0.001680672,880,595
132.9,0.001149425,0.001680672,870,595
133,0.001020408,0.001550388,980,645
133.1,0.001020408,0.001515152,980,660
133.2,0.001081081,0.001612903,925,620
133.3,0.001069519,0.001612903,935,620
133.4,0.001086957,0.001612903,920,620
133.5,0.001075269,0.001639344,930,610
133.6,0.001092896,0.001666667,915,600
133.7,0.001212121,0.001769912,825,565
133.8,0.001015228,0.0015625,985,640
133.9,0.001069519,0.0016,935,625
134,0.001052632,0.0015625,950,640
134.1,0.001092896,0.001626016,915,615
134.2,0.00106383,0.001652893,940,605
134.3,0.001092896,0.001639344,915,610
134.4,0.001104972,0.001612903,905,620
134.5,0.001081081,0.001626016,925,615
134.6,0.001069519,0.0016,935,625
134.7,0.001142857,0.001709402,875,585
134.8,0.001142857,0.001724138,875,580
134.9,0.001081081,0.001612903,925,620
135,0.001086957,0.001694915,920,590
135.1,0.001123596,0.001626016,890,615
135.2,0.001052632,0.001587302,950,630
135.3,0.001129944,0.001680672,885,595
135.4,0.001092896,0.001652893,915,605
135.5,0.001123596,0.001709402,890,585
135.6,0.001075269,0.001587302,930,630
135.7,0.001081081,0.001666667,925,600
135.8,0.001081081,0.001639344,925,610
135.9,0.001086957,0.001639344,920,610
136,0.001081081,0.001612903,925,620
136.1,0.001036269,0.001515152,965,660
136.2,0.001020408,0.0015625,980,640
136.3,0.001081081,0.001639344,925,610
136.4,0.001129944,0.001639344,885,610
136.5,0.001058201,0.001587302,945,630
136.6,0.00106383,0.001587302,940,630
136.7,0.001075269,0.001639344,930,610
136.8,0.001,0.001574803,1000,635
136.9,0.001117318,0.001680672,895,595
137,0.001123596,0.001709402,890,585
137.1,0.001058201,0.001574803,945,635
137.2,0.001058201,0.001587302,945,630
137.3,0.001075269,0.0016,930,625
137.4,0.00104712,0.0015625,955,640
137.5,0.001025641,0.001538462,975,650
137.6,0.001098901,0.001694915,910,590
137.7,0.001092896,0.001612903,915,620
137.8,0.001098901,0.001612903,910,620
137.9,0.001190476,0.001834862,840,545
138,0.001081081,0.001626016,925,615
138.1,0.001058201,0.001587302,945,630
138.2,0.001190476,0.001801802,840,555
138.3,0.001136364,0.001652893,880,605
138.4,0.001086957,0.001666667,920,600
138.5,0.001104972,0.001694915,905,590
138.6,0.001129944,0.001666667,885,600
138.7,0.001086957,0.001652893,920,605
138.8,0.001104972,0.001612903,905,620
138.9,0.00104712,0.001626016,955,615
139,0.001075269,0.001587302,930,630
139.1,0.001025641,0.001515152,975,660
139.2,0.001156069,0.00173913,865,575
139.3,0.001086957,0.001666667,920,600
139.4,0.001069519,0.001574803,935,635
139.5,0.001123596,0.001680672,890,595
139.6,0.001041667,0.0016,960,625
139.7,0.001005025,0.001515152,995,660
139.8,0.001149425,0.001709402,870,585
139.9,0.001142857,0.001680672,875,595
140,0.001104972,0.001694915,905,590
140.1,0.001025641,0.001470588,975,680
140.2,0.001052632,0.001612903,950,620
140.3,0.001123596,0.001709402,890,585
140.4,0.00106383,0.001538462,940,650
140.5,0.001086957,0.001680672,920,595
140.6,0.001058201,0.0015625,945,640
140.7,0.001036269,0.001587302,965,630
140.8,0.001176471,0.001724138,850,580
140.9,0.001104972,0.001694915,905,590
141,0.001136364,0.001724138,880,580
141.1,0.00106383,0.001587302,940,630
141.2,0.000985222,0.001438849,1015,695
141.3,0.001098901,0.001666667,910,600
141.4,0.001058201,0.0016,945,625
141.5,0.001092896,0.001612903,915,620
