Time,6633-restime,6634-restime,6633-throughput,6634-throughput
141.6,0.001041667,0.001612903,960,620
141.7,0.001041667,0.0015625,960,640
141.8,0.001117318,0.001639344,895,610
141.9,0.001030928,0.001587302,970,630
142,0.001098901,0.001666667,910,600
142.1,0.001098901,0.001587302,910,630
142.2,0.001136364,0.001754386,880,570
142.3,0.00125,0.001886792,800,530
142.4,0.001010101,0.001587302,990,630
142.5,0.001052632,0.001526718,950,655
142.6,0.001086957,0.001639344,920,610
142.7,0.001075269,0.001652893,930,605
142.8,0.00106383,0.001550388,940,645
142.9,0.001005025,0.001515152,995,660
143,0.00106383,0.0016,940,625
143.1,0.001104972,0.001694915,905,590
143.2,0.001020408,0.0015625,980,640
143.3,0.001058201,0.001587302,945,630
143.4,0.001123596,0.001639344,890,610
143.5,0.00106383,0.0016,940,625
143.6,0.001030928,0.001550388,970,645
143.7,0.000995025,0.001515152,1005,660
143.8,0.00106383,0.001574803,940,635
143.9,0.001041667,0.0016,960,625
144,0.001015228,0.001492537,985,670
144.1,0.001036269,0.001574803,965,635
144.2,0.000995025,0.001515152,1005,660
144.3,0.001041667,0.001550388,960,645
144.4,0.001129944,0.001694915,885,590
144.5,0.001058201,0.001574803,945,635
144.6,0.001036269,0.001550388,965,645
144.7,0.001020408,0.0015625,980,640
144.8,0.001212121,0.001754386,825,570
144.9,0.001092896,0.001694915,915,590
145,0.001136364,0.001666667,880,600
145.1,0.001092896,0.001694915,915,590
145.2,0.001169591,0.001724138,855,580
145.3,0.001052632,0.001612903,950,620
145.4,0.001069519,0.001587302,935,630
145.5,0.001041667,0.001574803,960,635
145.6,0.001058201,0.001612903,945,620
145.7,0.001069519,0.0016,935,625
145.8,0.001069519,0.001587302,935,630
145.9,0.001136364,0.001680672,880,595
146,0.001142857,0.001709402,875,585
146.1,0.001036269,0.001587302,965,630
146.2,0.001156069,0.001754386,865,570
146.3,0.001156069,0.001694915,865,590
146.4,0.001156069,0.001818182,865,550
146.5,0.001015228,0.001515152,985,660
146.6,0.00104712,0.001538462,955,650
146.7,0.001075269,0.001680672,930,595
146.8,0.001342282,0.001923077,745,520
146.9,0.001408451,0.002150538,710,465
147,0.002083333,0.003125,480,320
147.1,0.001769912,0.002777778,565,360
147.2,0.001398601,0.00212766,715,470
147.3,0.001111111,0.001666667,900,600
147.4,0.001360544,0.002,735,500
147.5,0.001282051,0.002,780,500
147.6,0.001360544,0.002020202,735,495
147.7,0.001428571,0.002173913,700,460
147.8,0.00141844,0.002222222,705,450
147.9,0.001408451,0.00212766,710,470
148,0.0015625,0.002325581,640,430
148.1,0.001282051,0.001886792,780,530
148.2,0.001438849,0.002173913,695,460
148.3,0.001438849,0.002298851,695,435
148.4,0.001785714,0.002702703,560,370
148.5,0.001190476,0.001923077,840,520
148.6,0.001351351,0.002083333,740,480
148.7,0.000990099,0.001587302,1010,630
148.8,0.001438849,0.002469136,695,405
148.9,0.001626016,0.002631579,615,380
149,0.001428571,0.002247191,700,445
149.1,0.001242236,0.001923077,805,520
149.2,0.001470588,0.002272727,680,440
149.3,0.001219512,0.002222222,820,450
149.4,0.001428571,0.002325581,700,430
149.5,0.001515152,0.002857143,660,350
149.6,0.001212121,0.001904762,825,525
149.7,0.001123596,0.001886792,890,530
149.8,0.001226994,0.002439024,815,410
149.9,0.00130719,0.002380952,765,420
150,0.001360544,0.002469136,735,405
150.1,0.001234568,0.001980198,810,505
150.2,0.001149425,0.001980198,870,505
150.3,0.001020408,0.001680672,980,595
150.4,0.00106383,0.002,940,500
150.5,0.001481481,0.002702703,675,370
150.6,0.001069519,0.001923077,935,520
150.7,0.001052632,0.001834862,950,545
150.8,0.000970874,0.00212766,1030,470
150.9,0.000881057,0.001754386,1135,570
151,0.001438849,0.002941176,695,340
151.1,0.00125,0.002173913,800,460
151.2,0.001183432,0.001980198,845,505
151.3,0.001142857,0.001941748,875,515
151.4,0.001342282,0.002105263,745,475
151.5,0.001257862,0.002298851,795,435
151.6,0.001290323,0.002150538,775,465
151.7,0.001265823,0.002352941,790,425
151.8,0.001169591,0.002061856,855,485
151.9,0.001408451,0.002409639,710,415
152,0.001550388,0.002325581,645,430
152.1,0.001438849,0.002352941,695,425
152.2,0.001438849,0.002352941,695,425
152.3,0.001538462,0.002380952,650,420
152.4,0.001360544,0.002247191,735,445
152.5,0.001470588,0.002272727,680,440
152.6,0.001459854,0.002352941,685,425
152.7,0.00173913,0.002739726,575,365
152.8,0.001204819,0.002,830,500
152.9,0.001680672,0.002898551,595,345
153,0.002197802,0.003125,455,320
153.1,0.001333333,0.002222222,750,450
153.2,0.001226994,0.001886792,815,530
153.3,0.001142857,0.001904762,875,525
153.4,0.001408451,0.002298851,710,435
153.5,0.001526718,0.002941176,655,340
153.6,0.001197605,0.001851852,835,540
153.7,0.001,0.001574803,1000,635
153.8,0.00097561,0.001526718,1025,655
153.9,0.000947867,0.001550388,1055,645
154,0.000930233,0.001492537,1075,670
154.1,0.001015228,0.0015625,985,640
154.2,0.001036269,0.001550388,965,645
154.3,0.000930233,0.001526718,1075,655
154.4,0.001058201,0.001652893,945,605
154.5,0.001086957,0.001652893,920,605
154.6,0.001075269,0.001639344,930,610
154.7,0.001058201,0.0016,945,625
154.8,0.000970874,0.001574803,1030,635
154.9,0.00106383,0.001694915,940,590
155,0.001081081,0.001769912,925,565
155.1,0.00104712,0.0016,955,625
155.2,0.001010101,0.001587302,990,630
155.3,0.001117318,0.001666667,895,600
155.4,0.001104972,0.001666667,905,600
155.5,0.001204819,0.001851852,830,540
155.6,0.001204819,0.001801802,830,555
155.7,0.001136364,0.00173913,880,575
155.8,0.001156069,0.00173913,865,575
155.9,0.001176471,0.00173913,850,575
156,0.001092896,0.001709402,915,585
156.1,0.001025641,0.0015625,975,640
156.2,0.001058201,0.0015625,945,640
156.3,0.001092896,0.001612903,915,620
156.4,0.001025641,0.001785714,975,560
156.5,0.001005025,0.001526718,995,655
156.6,0.001117318,0.001652893,895,605
156.7,0.001025641,0.001587302,975,630
156.8,0.000980392,0.001503759,1020,665
156.9,0.001098901,0.00173913,910,575
157,0.001092896,0.001694915,915,590
157.1,0.001058201,0.001538462,945,650
157.2,0.001058201,0.001626016,945,615
157.3,0.000985222,0.001538462,1015,650
157.4,0.001015228,0.001587302,985,630
157.5,0.001069519,0.001652893,935,605
157.6,0.001111111,0.001639344,900,610
157.7,0.001052632,0.001639344,950,610
157.8,0.000985222,0.001526718,1015,655
157.9,0.00106383,0.001709402,940,585
158,0.001092896,0.001666667,915,600
158.1,0.001117318,0.001680672,895,595
158.2,0.001092896,0.0016,915,625
158.3,0.000966184,0.001470588,1035,680
158.4,0.001052632,0.001666667,950,600
158.5,0.001136364,0.001694915,880,590
158.6,0.001183432,0.001801802,845,555
158.7,0.001081081,0.001626016,925,615
158.8,0.000947867,0.0015625,1055,640
158.9,0.001041667,0.001574803,960,635
159,0.00104712,0.001652893,955,605
159.1,0.001176471,0.001754386,850,570
159.2,0.00104712,0.0015625,955,640
159.3,0.001142857,0.001694915,875,590
159.4,0.001142857,0.001724138,875,580
159.5,0.001104972,0.001724138,905,580
159.6,0.001197605,0.001785714,835,560
159.7,0.001098901,0.001680672,910,595
159.8,0.001052632,0.001550388,950,645
159.9,0.001041667,0.001587302,960,630
160,0.001111111,0.001666667,900,600
160.1,0.001156069,0.001724138,865,580
160.2,0.001136364,0.001724138,880,580
160.3,0.001075269,0.001574803,930,635
160.4,0.001086957,0.001652893,920,605
160.5,0.001136364,0.001724138,880,580
160.6,0.001136364,0.001639344,880,610
160.7,0.001010101,0.0015625,990,640
160.8,0.001041667,0.0015625,960,640
160.9,0.001123596,0.001694915,890,590
161,0.001183432,0.001724138,845,580
161.1,0.001092896,0.001680672,915,595
161.2,0.001117318,0.001626016,895,615
161.3,0.001005025,0.001526718,995,655
161.4,0.001036269,0.001574803,965,635
161.5,0.00130719,0.001941748,765,515
161.6,0.001149425,0.001709402,870,585
161.7,0.001075269,0.001652893,930,605
161.8,0.001081081,0.001587302,925,630
161.9,0.001075269,0.001626016,930,615
162,0.001075269,0.001612903,930,620
162.1,0.001092896,0.001666667,915,600
162.2,0.001081081,0.001652893,925,605
162.3,0.001098901,0.001626016,910,615
162.4,0.001081081,0.0016,925,625
162.5,0.00106383,0.0016,940,625
162.6,0.001156069,0.001851852,865,540
162.7,0.001123596,0.001639344,890,610
162.8,0.001111111,0.001694915,900,590
162.9,0.001086957,0.001612903,920,620
163,0.001149425,0.001694915,870,590
163.1,0.001092896,0.001694915,915,590
163.2,0.001036269,0.0016,965,625
163.3,0.001092896,0.001626016,915,615
163.4,0.00106383,0.001639344,940,610
163.5,0.001052632,0.001574803,950,635
163.6,0.001176471,0.001769912,850,565
163.7,0.001058201,0.001550388,945,645
163.8,0.001041667,0.001587302,960,630
163.9,0.001075269,0.001587302,930,630
164,0.001117318,0.001724138,895,580
164.1,0.001156069,0.001724138,865,580
164.2,0.001058201,0.001550388,945,645
164.3,0.001005025,0.001503759,995,665
164.4,0.001052632,0.001612903,950,620
164.5,0.001129944,0.001754386,885,570
164.6,0.001197605,0.001785714,835,560
164.7,0.001081081,0.001709402,925,585
164.8,0.001104972,0.001612903,905,620
164.9,0.001030928,0.001639344,970,610
165,0.001136364,0.001724138,880,580
165.1,0.001111111,0.001639344,900,610
165.2,0.00104712,0.0015625,955,640
165.3,0.00104712,0.001694915,955,590
165.4,0.001052632,0.0015625,950,640
165.5,0.001169591,0.001818182,855,550
165.6,0.001041667,0.001694915,960,590
165.7,0.001176471,0.001754386,850,570
165.8,0.00106383,0.001587302,940,630
165.9,0.001010101,0.001652893,990,605
166,0.002083333,0.003174603,480,315
166.1,0.001111111,0.001666667,900,600
166.2,0.001117318,0.001724138,895,580
166.3,0.001052632,0.001587302,950,630
166.4,0.001058201,0.001538462,945,650
166.5,0.001058201,0.0016,945,625
166.6,0.001142857,0.001694915,875,590
166.7,0.001041667,0.0015625,960,640
166.8,0.00104712,0.001587302,955,630
166.9,0.00106383,0.001612903,940,620
167,0.00106383,0.001587302,940,630
167.1,0.001149425,0.001724138,870,580
167.2,0.001204819,0.001851852,830,540
167.3,0.001069519,0.001612903,935,620
167.4,0.001075269,0.001612903,930,620
167.5,0.001197605,0.001724138,835,580
167.6,0.00106383,0.001612903,940,620
167.7,0.001086957,0.001639344,920,610
167.8,0.00106383,0.001587302,940,630
167.9,0.001041667,0.001612903,960,620
168,0.001104972,0.0016,905,625
168.1,0.001098901,0.001694915,910,590
168.2,0.001123596,0.001666667,890,600
168.3,0.001162791,0.001785714,860,560
168.4,0.001075269,0.001612903,930,620
168.5,0.00104712,0.001550388,955,645
168.6,0.001104972,0.001694915,905,590
168.7,0.001197605,0.00173913,835,575
168.8,0.00106383,0.001587302,940,630
168.9,0.001169591,0.001754386,855,570
169,0.001169591,0.001818182,855,550
169.1,0.001129944,0.001680672,885,595
169.2,0.001156069,0.00173913,865,575
169.3,0.001052632,0.001587302,950,630
169.4,0.001092896,0.001612903,915,620
169.5,0.001149425,0.00173913,870,575
169.6,0.001092896,0.001652893,915,605
169.7,0.001117318,0.001626016,895,615
169.8,0.001058201,0.001587302,945,630
169.9,0.00106383,0.001626016,940,615
170,0.001,0.001492537,1000,670
170.1,0.001036269,0.0015625,965,640
170.2,0.001086957,0.001652893,920,605
170.3,0.001041667,0.001612903,960,620
170.4,0.001111111,0.001652893,900,605
170.5,0.001123596,0.001724138,890,580
170.6,0.001156069,0.001709402,865,585
170.7,0.001117318,0.001709402,895,585
170.8,0.001092896,0.001626016,915,615
170.9,0.001075269,0.001652893,930,605
171,0.001136364,0.001724138,880,580
171.1,0.001142857,0.001724138,875,580
171.2,0.001197605,0.001724138,835,580
171.3,0.001052632,0.001626016,950,615
171.4,0.001058201,0.0016,945,625
171.5,0.001098901,0.001626016,910,615
171.6,0.001117318,0.001694915,895,590
171.7,0.001081081,0.001652893,925,605
171.8,0.001075269,0.001639344,930,610
171.9,0.001104972,0.0016,905,625
172,0.001123596,0.001754386,890,570
172.1,0.001136364,0.001666667,880,600
172.2,0.001058201,0.001587302,945,630
172.3,0.001041667,0.001526718,960,655
172.4,0.000970874,0.001503759,1030,665
172.5,0.000980392,0.001428571,1020,700
172.6,0.001086957,0.001666667,920,600
172.7,0.001098901,0.001666667,910,600
172.8,0.001030928,0.001515152,970,660
172.9,0.00104712,0.001587302,955,630
173,0.001081081,0.001612903,925,620
173.1,0.00104712,0.001587302,955,630
173.2,0.001156069,0.001724138,865,580
173.3,0.001010101,0.001550388,990,645
173.4,0.001129944,0.001680672,885,595
173.5,0.001183432,0.001818182,845,550
173.6,0.001104972,0.001612903,905,620
173.7,0.001234568,0.001851852,810,540
173.8,0.001176471,0.001754386,850,570
173.9,0.001081081,0.001666667,925,600
174,0.001075269,0.001612903,930,620
174.1,0.001149425,0.001680672,870,595
174.2,0.001086957,0.001680672,920,595
174.3,0.001052632,0.0015625,950,640
174.4,0.001111111,0.001666667,900,600
174.5,0.00106383,0.001587302,940,630
174.6,0.001129944,0.001666667,885,600
174.7,0.001075269,0.0016,930,625
174.8,0.001015228,0.0015625,985,640
174.9,0.001117318,0.001626016,895,615
175,0.001092896,0.001680672,915,595
175.1,0.001162791,0.001754386,860,570
175.2,0.001098901,0.001612903,910,620
175.3,0.001086957,0.001626016,920,615
175.4,0.001010101,0.001550388,990,645
175.5,0.001169591,0.001785714,855,560
175.6,0.001162791,0.00173913,860,575
175.7,0.001197605,0.001769912,835,565
175.8,0.001092896,0.001666667,915,600
175.9,0.001142857,0.001680672,875,595
176,0.001041667,0.001550388,960,645
176.1,0.000980392,0.001538462,1020,650
176.2,0.001129944,0.001709402,885,585
176.3,0.001020408,0.001526718,980,655
176.4,0.000952381,0.001428571,1050,700
176.5,0.000995025,0.001459854,1005,685
176.6,0.001098901,0.001680672,910,595
176.7,0.001052632,0.001574803,950,635
176.8,0.001036269,0.001550388,965,645
176.9,0.000980392,0.001481481,1020,675
177,0.001052632,0.001538462,950,650
177.1,0.001005025,0.001515152,995,660
177.2,0.001111111,0.001680672,900,595
177.3,0.001123596,0.001724138,890,580
177.4,0.001075269,0.001612903,930,620
177.5,0.001036269,0.001515152,965,660
177.6,0.001156069,0.001724138,865,580
177.7,0.001204819,0.001851852,830,540
177.8,0.001111111,0.001666667,900,600
177.9,0.001052632,0.001612903,950,620
178,0.001156069,0.001724138,865,580
178.1,0.00104712,0.001587302,955,630
178.2,0.001069519,0.001612903,935,620
178.3,0.000956938,0.001470588,1045,680
178.4,0.001025641,0.001526718,975,655
178.5,0.001020408,0.001503759,980,665
178.6,0.001010101,0.001515152,990,660
178.7,0.001197605,0.001818182,835,550
178.8,0.001117318,0.001612903,895,620
178.9,0.001081081,0.001724138,925,580
179,0.001129944,0.001666667,885,600
179.1,0.00104712,0.0015625,955,640
179.2,0.001030928,0.0015625,970,640
179.3,0.001129944,0.001724138,885,580
179.4,0.001,0.0015625,1000,640
179.5,0.001075269,0.001612903,930,620
179.6,0.001098901,0.001612903,910,620
179.7,0.001162791,0.001724138,860,580
179.8,0.001075269,0.001626016,930,615
179.9,0.001015228,0.001515152,985,660
180,0.001104972,0.001724138,905,580
180.1,0.001036269,0.001503759,965,665
180.2,0.001104972,0.001709402,905,585
180.3,0.001176471,0.001801802,850,555
180.4,0.001086957,0.001626016,920,615
180.5,0.000970874,0.001449275,1030,690
180.6,0.00097561,0.001515152,1025,660
180.7,0.001081081,0.001666667,925,600
180.8,0.001025641,0.0015625,975,640
180.9,0.001025641,0.001587302,975,630
181,0.001069519,0.001639344,935,610
181.1,0.00104712,0.001526718,955,655
181.2,0.001129944,0.001709402,885,585
181.3,0.00106383,0.001587302,940,630
181.4,0.001025641,0.001574803,975,635
181.5,0.000966184,0.001503759,1035,665
181.6,0.001036269,0.001538462,965,650
181.7,0.001015228,0.001587302,985,630
181.8,0.001142857,0.001709402,875,585
181.9,0.000995025,0.001587302,1005,630
182,0.001020408,0.0015625,980,640
182.1,0.001069519,0.001587302,935,630
182.2,0.00130719,0.002,765,500
182.3,0.001190476,0.001769912,840,565
182.4,0.001086957,0.001612903,920,620
182.5,0.001104972,0.001639344,905,610
182.6,0.001075269,0.001639344,930,610
182.7,0.001190476,0.001785714,840,560
182.8,0.001273885,0.001904762,785,525
182.9,0.001069519,0.001666667,935,600
183,0.001117318,0.001626016,895,615
183.1,0.001086957,0.001652893,920,605
183.2,0.001156069,0.00173913,865,575
183.3,0.001136364,0.001666667,880,600
183.4,0.001149425,0.001724138,870,580
183.5,0.001142857,0.001694915,875,590
183.6,0.001104972,0.001709402,905,585
183.7,0.001156069,0.001724138,865,580
183.8,0.001369863,0.002040816,730,490
183.9,0.001136364,0.001724138,880,580
184,0.001129944,0.001709402,885,585
184.1,0.001081081,0.0016,925,625
184.2,0.001169591,0.001818182,855,550
184.3,0.00125,0.001886792,800,530
184.4,0.001257862,0.001818182,795,550
184.5,0.001092896,0.001680672,915,595
184.6,0.001149425,0.001666667,870,600
184.7,0.001129944,0.001709402,885,585
184.8,0.001183432,0.001785714,845,560
184.9,0.001156069,0.00173913,865,575
185,0.001081081,0.001652893,925,605
185.1,0.001123596,0.001652893,890,605
185.2,0.001219512,0.001801802,820,555
185.3,0.001142857,0.001724138,875,580
185.4,0.001156069,0.001724138,865,580
185.5,0.001204819,0.001851852,830,540
185.6,0.001212121,0.001801802,825,555
185.7,0.001081081,0.001652893,925,605
185.8,0.001226994,0.001801802,815,555
185.9,0.001156069,0.001769912,865,565
186,0.001204819,0.001754386,830,570
186.1,0.001092896,0.001680672,915,595
186.2,0.001169591,0.001724138,855,580
186.3,0.001234568,0.001869159,810,535
186.4,0.001162791,0.00173913,860,575
186.5,0.00104712,0.001574803,955,635
186.6,0.001190476,0.001785714,840,560
186.7,0.001197605,0.001785714,835,560
186.8,0.001273885,0.001886792,785,530
186.9,0.001290323,0.001904762,775,525
187,0.001104972,0.001680672,905,595
187.1,0.001098901,0.001680672,910,595
187.2,0.001169591,0.001769912,855,565
187.3,0.001176471,0.001724138,850,580
187.4,0.001190476,0.001834862,840,545
187.5,0.001282051,0.001869159,780,535
187.6,0.001149425,0.001724138,870,580
187.7,0.001219512,0.001851852,820,540
187.8,0.001176471,0.001724138,850,580
187.9,0.001169591,0.001754386,855,570
188,0.001052632,0.001587302,950,630
188.1,0.001092896,0.001680672,915,595
188.2,0.001117318,0.001626016,895,615
188.3,0.001123596,0.001724138,890,580
188.4,0.001005025,0.001515152,995,660
188.5,0.001104972,0.001652893,905,605
188.6,0.001136364,0.001666667,880,600
188.7,0.001117318,0.001709402,895,585
188.8,0.001197605,0.001801802,835,555
188.9,0.001257862,0.001904762,795,525
189,0.001162791,0.001785714,860,560
189.1,0.001117318,0.001694915,895,590
189.2,0.001234568,0.001834862,810,545
189.3,0.001273885,0.001904762,785,525
189.4,0.001156069,0.001754386,865,570
189.5,0.001041667,0.001538462,960,650
189.6,0.001111111,0.001694915,900,590
189.7,0.001036269,0.001538462,965,650
189.8,0.001104972,0.001666667,905,600
189.9,0.001142857,0.001666667,875,600
190,0.001104972,0.001694915,905,590
190.1,0.001169591,0.001754386,855,570
190.2,0.001098901,0.0016,910,625
190.3,0.001219512,0.001851852,820,540
190.4,0.001183432,0.001818182,845,550
190.5,0.001123596,0.001709402,890,585
190.6,0.001169591,0.001754386,855,570
190.7,0.001117318,0.001709402,895,585
190.8,0.001197605,0.001801802,835,555
190.9,0.001149425,0.001694915,870,590
191,0.001142857,0.001754386,875,570
191.1,0.001219512,0.001834862,820,545
191.2,0.001162791,0.001724138,860,580
191.3,0.001075269,0.00173913,930,575
191.4,0.00125,0.001869159,800,535
191.5,0.001123596,0.001652893,890,605
191.6,0.001162791,0.001769912,860,565
191.7,0.001142857,0.001694915,875,590
191.8,0.001183432,0.001869159,845,535
191.9,0.001265823,0.001904762,790,525
192,0.001129944,0.001709402,885,585
192.1,0.001142857,0.001709402,875,585
192.2,0.001226994,0.001818182,815,550
192.3,0.001351351,0.002061856,740,485
192.4,0.00106383,0.0016,940,625
192.5,0.001117318,0.001639344,895,610
192.6,0.001098901,0.001639344,910,610
192.7,0.001081081,0.0016,925,625
192.8,0.001129944,0.001724138,885,580
192.9,0.001204819,0.001851852,830,540
193,0.001142857,0.001694915,875,590
193.1,0.001052632,0.001587302,950,630
193.2,0.00104712,0.0015625,955,640
193.3,0.001086957,0.001652893,920,605
193.4,0.001156069,0.001694915,865,590
193.5,0.001149425,0.001694915,870,590
193.6,0.00104712,0.0016,955,625
193.7,0.001069519,0.001666667,935,600
193.8,0.001162791,0.001724138,860,580
193.9,0.001123596,0.001709402,890,585
194,0.001111111,0.001626016,900,615
194.1,0.00104712,0.001587302,955,630
194.2,0.001162791,0.001724138,860,580
194.3,0.001265823,0.001869159,790,535
194.4,0.001183432,0.001834862,845,545
194.5,0.001081081,0.001612903,925,620
194.6,0.001136364,0.001724138,880,580
194.7,0.001162791,0.001724138,860,580
194.8,0.001197605,0.001801802,835,555
194.9,0.001257862,0.001904762,795,525
195,0.001204819,0.001754386,830,570
195.1,0.001086957,0.001612903,920,620
195.2,0.001149425,0.001754386,870,570
195.3,0.001142857,0.00173913,875,575
195.4,0.00130719,0.001923077,765,520
195.5,0.00106383,0.001574803,940,635
195.6,0.001183432,0.001851852,845,540
195.7,0.001136364,0.001680672,880,595
195.8,0.001156069,0.001801802,865,555
195.9,0.001226994,0.001785714,815,560
196,0.00106383,0.001587302,940,630
196.1,0.001052632,0.001587302,950,630
196.2,0.001142857,0.001724138,875,580
196.3,0.001315789,0.002,760,500
196.4,0.001438849,0.002083333,695,480
196.5,0.001098901,0.001694915,910,590
196.6,0.001123596,0.001709402,890,585
196.7,0.001075269,0.0016,930,625
196.8,0.001234568,0.001851852,810,540
196.9,0.00137931,0.002040816,725,490
197,0.001459854,0.002222222,685,450
197.1,0.001176471,0.001769912,850,565
197.2,0.001081081,0.001587302,925,630
197.3,0.001030928,0.0015625,970,640
197.4,0.001234568,0.001851852,810,540
197.5,0.001197605,0.001834862,835,545
197.6,0.001086957,0.0016,920,625
197.7,0.001136364,0.001694915,880,590
197.8,0.001234568,0.001869159,810,535
197.9,0.001156069,0.00173913,865,575
198,0.001162791,0.00173913,860,575
198.1,0.001005025,0.001526718,995,655
198.2,0.001081081,0.001574803,925,635
198.3,0.001052632,0.001574803,950,635
198.4,0.00104712,0.001587302,955,630
198.5,0.001156069,0.001724138,865,580
198.6,0.001111111,0.001724138,900,580
198.7,0.001142857,0.001652893,875,605
198.8,0.001015228,0.001550388,985,645
198.9,0.001086957,0.001639344,920,610
199,0.001104972,0.001612903,905,620
199.1,0.001025641,0.0015625,975,640
199.2,0.001015228,0.001526718,985,655
199.3,0.001015228,0.001503759,985,665
199.4,0.001129944,0.001724138,885,580
199.5,0.001086957,0.001612903,920,620
199.6,0.001069519,0.001612903,935,620
199.7,0.001086957,0.001612903,920,620
199.8,0.001098901,0.001666667,910,600
199.9,0.001075269,0.001574803,930,635
200,0.001136364,0.001709402,880,585
200.1,0.001081081,0.001652893,925,605
200.2,0.001086957,0.001652893,920,605
200.3,0.001036269,0.001503759,965,665
200.4,0.001081081,0.001626016,925,615
200.5,0.001156069,0.00173913,865,575
200.6,0.001117318,0.001680672,895,595
200.7,0.00097561,0.001492537,1025,670
200.8,0.00104712,0.001526718,955,655
200.9,0.001092896,0.001680672,915,595
201,0.001136364,0.001652893,880,605
201.1,0.000956938,0.001481481,1045,675
201.2,0.00106383,0.001538462,940,650
201.3,0.001058201,0.0016,945,625
201.4,0.001075269,0.001626016,930,615
201.5,0.001058201,0.001574803,945,635
201.6,0.001025641,0.001574803,975,635
201.7,0.001030928,0.001526718,970,655
201.8,0.001123596,0.001709402,890,585
201.9,0.001156069,0.00173913,865,575
202,0.001142857,0.001694915,875,590
202.1,0.001052632,0.0015625,950,640
202.2,0.001086957,0.001666667,920,600
202.3,0.001104972,0.001639344,905,610
202.4,0.001162791,0.001709402,860,585
202.5,0.001069519,0.001626016,935,615
202.6,0.001030928,0.001515152,970,660
202.7,0.001129944,0.001694915,885,590
202.8,0.00106383,0.0016,940,625
202.9,0.001169591,0.001801802,855,555
203,0.001183432,0.001754386,845,570
203.1,0.001025641,0.001515152,975,660
203.2,0.001010101,0.001526718,990,655
203.3,0.001098901,0.001680672,910,595
203.4,0.001086957,0.001639344,920,610
203.5,0.00104712,0.001574803,955,635
203.6,0.001149425,0.001724138,870,580
203.7,0.00106383,0.0016,940,625
203.8,0.001,0.001459854,1000,685
203.9,0.001086957,0.001666667,920,600
204,0.001058201,0.001574803,945,635
204.1,0.00104712,0.001587302,955,630
204.2,0.001086957,0.001626016,920,615
204.3,0.001104972,0.001639344,905,610
204.4,0.001069519,0.001639344,935,610
204.5,0.001204819,0.001754386,830,570
204.6,0.001098901,0.001680672,910,595
204.7,0.001086957,0.001652893,920,605
204.8,0.001142857,0.001709402,875,585
204.9,0.001219512,0.001785714,820,560
205,0.001104972,0.001694915,905,590
205.1,0.00106383,0.001587302,940,630
205.2,0.001086957,0.001639344,920,610
205.3,0.001117318,0.001680672,895,595
205.4,0.001111111,0.001652893,900,605
205.5,0.001183432,0.001724138,845,580
205.6,0.001136364,0.001709402,880,585
205.7,0.001092896,0.001709402,915,585
205.8,0.001,0.001459854,1000,685
205.9,0.001075269,0.001612903,930,620
206,0.001197605,0.001801802,835,555
206.1,0.001104972,0.001639344,905,610
206.2,0.001041667,0.001612903,960,620
206.3,0.001041667,0.001538462,960,650
206.4,0.001092896,0.001666667,915,600
206.5,0.001117318,0.001626016,895,615
206.6,0.001086957,0.001680672,920,595
206.7,0.001156069,0.001724138,865,580
206.8,0.001117318,0.001639344,895,610
206.9,0.001136364,0.001724138,880,580
207,0.001169591,0.00173913,855,575
207.1,0.001162791,0.001801802,860,555
207.2,0.001149425,0.001666667,870,600
207.3,0.001142857,0.001769912,875,565
207.4,0.001156069,0.001694915,865,590
207.5,0.001212121,0.001785714,825,560
207.6,0.003703704,0.006060606,270,165
